0.000000,0.026267,0.006720,-0.001833
0.020000,0.025045,0.006109,-0.001833
0.040000,0.025656,0.006109,-0.001222
0.060000,0.024435,0.006109,-0.002443
0.080000,0.025656,0.006109,-0.001833
0.100000,0.024435,0.006109,-0.001833
0.120000,0.025656,0.006109,-0.001833
0.140000,0.024435,0.005498,-0.001833
0.160000,0.026267,0.006720,-0.001833
0.180000,0.025656,0.005498,-0.001222
0.200000,0.025045,0.005498,-0.003054
0.220000,0.025045,0.005498,-0.001222
0.240000,0.026267,0.006109,-0.001833
0.260000,0.025045,0.006109,-0.001222
0.280000,0.025656,0.006720,-0.001833
0.300000,0.025045,0.006109,0.000000
0.320000,0.025656,0.006720,-0.001222
0.340000,0.025045,0.006109,-0.002443
0.360000,0.026267,0.006109,-0.001833
0.380000,0.026267,0.006109,-0.001833
0.400000,0.025656,0.006720,-0.001833
0.420000,0.025656,0.004887,-0.002443
0.440000,0.026267,0.006109,-0.001833
0.460000,0.025656,0.006109,-0.000611
0.480000,0.025656,0.004887,-0.002443
0.500000,0.026267,0.005498,-0.001833
0.520000,0.025045,0.005498,-0.001833
0.540000,0.025656,0.004887,-0.001833
0.560000,0.025656,0.005498,-0.001222
0.580000,0.025045,0.006109,-0.001222
0.600000,0.025656,0.007330,-0.001222
0.620000,0.025656,0.006109,-0.001833
0.640000,0.025045,0.004276,-0.001222
0.660000,0.025656,0.005498,-0.001222
0.680000,0.025656,0.006109,-0.001222
0.700000,0.025656,0.004887,-0.001222
0.720000,0.025656,0.004887,-0.002443
0.740000,0.026267,0.006109,-0.001833
0.760000,0.024435,0.005498,-0.002443
0.780000,0.025045,0.006109,-0.001222
0.800000,0.025045,0.006109,-0.000611
0.820000,0.025656,0.006109,-0.001833
0.840000,0.026267,0.005498,-0.001833
0.860000,0.025656,0.004887,-0.001833
0.880000,0.025656,0.006109,-0.001833
0.900000,0.026267,0.005498,-0.001833
0.920000,0.025045,0.004887,-0.001833
0.940000,0.025656,0.004887,-0.001222
0.960000,0.026267,0.005498,-0.001222
0.980000,0.025656,0.006109,-0.002443
1.000000,0.026267,0.006109,-0.001833
1.020000,0.026267,0.006109,-0.003054
1.040000,0.025045,0.006109,-0.001222
1.060000,0.025656,0.005498,-0.001833
1.080000,0.025045,0.005498,-0.002443
1.100000,0.024435,0.004276,-0.001833
1.120000,0.025656,0.006109,-0.001222
1.140000,0.025045,0.004887,-0.001222
1.160000,0.025045,0.004276,-0.001222
1.180033,0.025045,0.005498,-0.001222
1.200067,0.026267,0.006109,-0.001222
1.220100,0.025656,0.005498,-0.001833
1.240133,0.025045,0.006109,-0.001833
1.260167,0.024435,0.004887,-0.001833
1.280200,0.025045,0.005498,-0.001833
