0.02984,32786,32429,32499
0.039857,32797,32410,32531
0.04984,32813,32445,32544
0.059841,32754,32475,32514
0.069814,32795,32504,32556
0.079812,32759,32430,32487
0.089836,32775,32411,32520
0.099837,32757,32456,32489
0.10984,32823,32450,32508
0.11982,32748,32451,32482
0.12982,32775,32469,32510
0.13982,32791,32464,32531
0.14982,32757,32454,32534
0.15982,32732,32505,32460
0.16976,32805,32477,32488
0.17976,32777,32456,32529
0.18976,32823,32484,32506
0.19976,32753,32516,32529
0.20976,32797,32429,32504
0.21973,32767,32466,32487
0.22973,32781,32450,32520
0.23973,32772,32497,32528
0.24972,32739,32447,32528
0.25972,32787,32420,32509
0.26972,32770,32479,32511
0.27972,32801,32442,32489
0.28972,32762,32386,32477
0.29972,32787,32448,32497
0.30972,32789,32426,32526
0.31972,32811,32488,32497
0.32972,32775,32497,32506
0.33972,32794,32489,32570
0.34973,32785,32444,32512
0.35973,32770,32461,32534
0.36973,32763,32463,32520
0.37973,32763,32448,32483
0.38973,32793,32458,32540
0.39973,32746,32481,32530
0.40973,32774,32456,32513
0.41973,32783,32420,32489
0.42973,32791,32478,32516
0.43973,32781,32490,32521
0.44973,32730,32480,32457
0.45973,32763,32458,32531
0.46973,32762,32453,32539
0.47973,32745,32464,32509
0.48973,32759,32437,32562
0.49973,32734,32463,32528
0.50973,32722,32465,32525
0.51973,32821,32490,32505
0.52973,32806,32408,32491
0.53973,32797,32464,32545
0.54973,32781,32464,32476
0.55973,32795,32426,32469
0.56973,32805,32499,32512
0.57973,32765,32520,32509
0.58973,32779,32460,32548
0.59973,32767,32508,32513
0.60973,32734,32472,32471
0.61973,32781,32436,32547
0.62973,32763,32486,32496
0.63973,32789,32488,32515
0.64972,32762,32460,32439
0.65972,32753,32516,32523
0.66972,32746,32477,32509
0.67972,32751,32508,32507
0.68972,32767,32441,32504
0.69972,32805,32464,32485
0.70967,32763,32468,32504
0.71961,32765,32452,32477
0.72961,32759,32467,32474
0.73961,32766,32507,32524
0.74961,32773,32426,32528
0.75961,32759,32482,32521
0.76961,32806,32430,32537
0.77961,32731,32464,32609
0.7896,32813,32450,32474
0.7996,32753,32494,32523
0.8096,32777,32491,32514
0.8196,32767,32456,32491
0.8296,32777,32488,32498
0.83959,32775,32394,32539
0.84959,32765,32453,32504
0.85959,32734,32461,32532
0.86959,32757,32490,32548
0.87959,32799,32494,32499
0.88958,32771,32457,32516
0.89958,32763,32484,32501
0.90958,32748,32485,32489
0.91957,32773,32466,32479
0.92957,32779,32483,32562
0.93957,32766,32439,32484
0.94957,32783,32446,32532
0.95957,32775,32488,32523
0.96956,32759,32467,32516
0.97956,32729,32448,32493
0.98956,32751,32490,32498
0.99956,32748,32513,32486
1.0095,32743,32465,32500
1.0195,32763,32440,32525
1.0295,32783,32410,32534
1.0395,32805,32484,32531
1.0495,32809,32445,32524
1.0595,32781,32450,32539
1.0695,32789,32514,32494
1.0795,32783,32458,32507
1.0895,32775,32409,32472
1.0995,32813,32438,32483
1.1095,32783,32442,32480
1.1195,32815,32528,32533
1.1295,32755,32479,32524
1.1395,32753,32440,32505
1.1495,32815,32442,32456
1.1595,32749,32466,32489
1.1695,32783,32451,32532
1.1795,32739,32476,32525
1.1894,32774,32473,32547
1.1994,32739,32460,32467
1.2094,32781,32417,32408
1.2194,32803,32424,32521
1.2294,32775,32468,32528
1.2394,32753,32488,32469
1.2494,32771,32459,32556
1.2594,32831,32434,32499
1.2694,32815,32448,32512
1.2794,32799,32522,32521
1.2894,32779,32461,32556
1.2994,32785,32488,32553
1.3094,32785,32442,32544
1.3194,32773,32448,32489
1.3294,32786,32424,32507
1.3394,32837,32474,32495
1.3494,32741,32488,32500
1.3594,32735,32492,32509
1.3694,32757,32501,32508
1.3794,32809,32448,32489
1.3894,32766,32509,32555
1.3994,32789,32442,32531
1.4094,32803,32443,32456
1.4194,32773,32448,32477
1.4294,32806,32495,32543
1.4394,32763,32434,32461
1.4494,32763,32421,32458
1.4594,32781,32484,32509
1.4694,32801,32426,32474
1.4794,32813,32478,32477
1.4894,32751,32481,32584
1.4994,32786,32449,32532
1.5094,32789,32464,32494
1.5194,32797,32436,32549
1.5293,32771,32511,32522
1.5393,32789,32456,32505
1.5494,32755,32462,32478
1.5593,32749,32494,32473
1.5693,32802,32444,32549
1.5793,32758,32427,32496
1.5893,32813,32468,32540
1.5993,32795,32448,32453
1.6093,32790,32472,32491
1.6193,32762,32469,32494
1.6293,32761,32444,32482
1.6393,32822,32459,32524
1.6493,32781,32503,32536
1.6593,32775,32444,32517
1.6693,32761,32436,32518
1.6793,32757,32426,32513
1.6893,32793,32443,32474
1.6993,32767,32454,32529
1.7093,32805,32400,32470
1.7193,32763,32488,32517
1.7293,32734,32520,32525
1.7393,32765,32422,32581
1.7493,32805,32410,32512
1.7593,32791,32442,32551
1.7693,32794,32408,32513
1.7793,32763,32474,32617
1.7893,32823,32510,32544
1.7993,32779,32486,32529
1.8093,32819,32493,32520
1.8193,32794,32487,32570
1.8293,32803,32488,32512
1.8393,32749,32480,32519
1.8493,32762,32416,32501
1.8592,32778,32451,32468
1.8692,32731,32456,32568
1.8792,32767,32444,32481
1.8892,32778,32474,32507
1.8992,32782,32487,32488
1.9092,32746,32445,32503
1.9192,32759,32458,32501
1.9292,32814,32480,32455
1.9392,32834,32493,32506
1.9492,32755,32474,32518
1.9592,32717,32526,32507
1.9692,32755,32465,32508
1.9792,32765,32442,32457
1.9892,32791,32502,32460
1.9992,32794,32525,32492
2.0092,32809,32503,32490
2.0192,32773,32468,32485
2.0292,32799,32466,32490
2.0392,32785,32474,32473
2.0492,32804,32470,32539
2.0592,32773,32476,32517
2.0692,32777,32424,32458
2.0792,32797,32474,32521
2.0892,32773,32521,32522
2.0992,32763,32440,32517
